,NSC,CID,SMILES,MECHANISM
2691,179207,12201866,C[N+]1=CC2=CC(=C(C=C2C3=C1C4=CC(=C(C=C4C=C3)OC)OC)OC)OC.[O-]S(=O)(=O)F,Other
2692,179220,135539594,C[N+]1=C(SC2=CC=CC=C21)C=CC=CN3CCCCC3.[I-],Other
2693,179365,5367161,C1=CC=C(C=C1)C(=O)C=CC2=CC=C(C=C2)C#N,Other
2694,636934,5367161,C1=CC=C(C=C1)C(=O)C=CC2=CC=C(C=C2)C#N,Other
2695,179485,5378293,[C-]#[N+]C(=CC1=CC=C(C=C1)O)C(=CC2=CC=C(C=C2)O)[N+]#[C-],Other
2696,179496,5383666,CCCCCCC1=NC2=C(N1)N=C(C(=N2)Cl)Cl,Other
2697,179834,301751,CC1=C(C(=O)OC(C1)C(C)(C2(CCC3(C2(CCC4C3CC5C6(C4(C(=O)C=CC6)C)O5)C)O)O)O)C,Other
2698,179940,42640,CN1CCN(CC1)C2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-],Other
2699,207895,42640,CN1CCN(CC1)C2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-],Other
2700,179945,301772,CC1=C(C(=NN1CCO)C)N=[N+](C2=C(N(N=C2C)CCO)C)[O-],Other
2701,180198,6175310,CC(=NNC(=S)NC)CCCC(=NNC(=S)NC)C,Other
2702,180260,20832444,C[N+]1=CC=C(C2=CC=CC=C21)C=CC3=CC(=C(C=C3OC)OC)OC.[I-],Other
2703,180510,24195349,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(C)O)O)N)O.Cl,Other
2704,180525,4033014,C1=NC(=C2C(=C(N(C2=N1)C3C(C(C(O3)CO)O)O)N)C(=S)N)N,Other
2705,180966,12201865,CC(=O)OC1=C(C=C2C(=C1)C=CC3=C2[N+](=CC4=CC(=C(C=C34)OC(=O)C)OC(=O)C)C)OC(=O)C.[O-]S(=O)(=O)F,Other
2706,180973,2733525,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Ho
2707,181099,135443608,C1=CC=C2C(=C1)C=CC(=N2)NN=CC3=CC=CC=C3O,Other
2708,181486,301935,CN1CCC2=CC(=C3C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(O3)C=C8CCN7)O4)OC)OC,Other
2709,181500,54600368,CCC(=NN=C(N)N)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C(=NN=C(N)N)CC.Cl,Other
2710,182855,5281445,CC=C(C)C(=O)OC1C2C(CC(=C1C(C)CCCO)CO)OC(=O)C2=C,Other
2711,182986,42616,CCOC(=O)NC1=C(C(=O)C(=C(C1=O)N2CC2)NC(=O)OCC)N3CC3,DNA
2712,184398,302071,CC1C(C(CC(O1)C2=C(C3=C(C=C2)C(=O)C4=C(C3=O)C=CC5(C4(C(=O)CC(C5)(C)O)O)O)O)O)O,Other
2713,184403,5351258,C[N+]1=CC2=CC(=C(C=C2C3=C1C4=CC(=C(C=C4C=C3)O)O)O)O.C1=CC=NC=C1.Cl.[Cl-],Other
2714,184692,426244,CCC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC=C(C=C3)C(=O)NC(CC(=O)O)C(=O)O,DNA
2715,184849,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,Other
2716,757838,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,Other
2717,185042,5995822,C1=CC2=C(C=CN=C2C=NNC(=S)N)C(=C1)C(C(C(F)(F)F)(F)F)(F)F,Other
2718,185049,9556312,CCC(=O)OC1=CN=C(C=C1)C=NNC(=S)N,Other
2719,185054,9556337,C1=CC(=CC=C1OCC(=O)OC2=CN=C(C=C2)C=NNC(=S)N)Cl,Other
2720,185055,9560945,C1=CC(=NC=C1OC(=O)COC2=CC(=C(C=C2Cl)Cl)Cl)C=NNC(=S)N,Other
2721,185056,5351259,C1=CC=C(C(=C1)OCC(=O)OC2=CN=C(C=C2)C=NNC(=S)N)Cl,Other
2722,185057,9555563,C1=CC=C(C=C1)OCC(=O)OC2=CN=C(C=C2)C=NNC(=S)N,Other
2723,185060,135443615,C1=CC=C(C=C1)NC(=S)NN=CC2=NC=C(C=C2)O,Other
2724,185062,9555487,C1=CC=NC(=C1)C=NNC(=S)NC2=CC=CC=N2,Other
2725,185065,135443616,C1=CC(=CN=C1)NC(=S)NN=CC2=NC=C(C=C2)O,Other
2726,185169,302231,C1=CC(=NN2C1=NN=N2)Cl,Other
2727,186266,21144597,CCCCCCCCCCCCCCCC[N+]1(CCCC1)CC.CCOS(=O)(=O)[O-],Other
2728,186301,17648,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC,TUBB
2729,186945,20832445,C[N+]1=CC=C(C2=CC=CC=C21)C=CC3=C(C=C(C=C3OC)OC)OC.[I-],Other
2730,187546,12470660,C1C2CC3CC1CC(C2)(C3)CN=C(CCl)N.Cl,Other
2731,187675,302501,C1=CC=C(C=C1)C2=C(C=C(C=C2)[N+](=O)[O-])[As](=O)(O)O,Other
2732,187694,73024,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=O)C=C3S2,Other
2733,188491,302576,C1=NC(=C2C(=C(N(C2=N1)C3C(C(C(O3)CO)O)O)NN)C(=O)N)N,Other
2734,188493,276884,C1=CC=C2C(=C1)C(=CC=C2O)NC(=O)CI,Other
2735,189487,426395,CN1CCC2=CC(=C3C=C2C1CC4=CC(=C(C=C4)OC)C5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)O)OC,Other
2736,189793,135408540,CC1C(C(C(C(C(C(C=C(C2=C3C4=C(C(=C(C(=C4C(=O)C(=C3OCO2)C)O)NC(=O)C(=CC=CC(C1O)(C)O)C)C)OC(=O)C)C)(C)O)O)C)OC(=O)C)C(=O)OC)O,Other
2737,191384,966731,CC1=CC(=C(C(=C1)C)NC(=O)C=CC2=CC=CC=C2)C,Other
2738,191390,765318,C1=CC=C(C=C1)C=CC(=O)NC2=CC=CC=C2Cl,Other
2739,191909,99724,COC1=CC=C(C=C1)N2C(=O)CC(C2=O)Cl,Other
2740,191924,24195609,CCCCCCCCCCCC[N+](=C1SCCS1)CCCCCCCCCCCC.[Br-],Other
2741,191961,24193635,CC1=[N+]2CCC3=CC(=C(C=C3C2=CC4=CC(=C(C=C14)OC)OC)OC)OC.C(C(=O)[O-])S(=O)(=O)O,Other
2742,192737,303610,CC(=O)C1=CCC2C1(OC(=O)CC3C2CCC4C3(CCC(C4)OC(=O)C)C)C,Other
2743,192744,303617,CCCCCCCCCCCCCC(=O)O.C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C=O)O)O)O)O)O)O,Other
2744,192965,21872718,CC[Ge]1(CCC2(CCN(C2)CCCN(C)C)CC1)CC.Cl,Other
2745,193028,96460,CC1=CC(=C(N=[N+]1[O-])C)[N+](=O)[O-],Other
2746,193457,6154624,CC1=CC=C(C=C1)S(=O)(=O)N=C(CNC)Cl,Other
2747,193771,24195677,CC1=CC=CC=C1[P+](C)(C2=CC=CC=C2C)C3=CC=CC=C3C.[Br-],Other
2748,194124,21144608,CCCCCCCCCCCC[N+]1(CCCC(C1)C)CCCCCCCCCCCC.[Br-],Other
2749,194126,21144609,CCCCCCCCCCN1CCC(CC1)N2CCCCC2.Cl,Other
2750,194270,426571,C1=CC=C(C=C1)P(=O)(CC(=O)O)C2=CC=CC=C2.C1=CC=C(C=C1)P(=O)(CC(=O)O)C2=CC=CC=C2.[Cd],Other
2751,194271,54610572,C1C2CC3CC1CC(C2)(C3)CN=C(CSSCC(=NCC45CC6CC(C4)CC(C6)C5)N)N.Cl,Other
2752,194350,62344,CN(C)C1=CC2=C(C=C1)C=C3C=CC(=CC3=N2)N(C)C,Other
2753,194598,3246550,C1CCN(CC1)CC2=NC3=CC=CC4=C3C(=[N+]2[O-])C5=CC=CC=C45,Other
2754,194617,54606991,CC1C(C(CC(O1)OC2C3=CC4=C(C(=C3C5CC2(OC56C=C7C=CNC7=N6)C)O)C(=O)C8=C(C4=O)C(=CC=C8)O)O)(C(C)O)O.Cl,Other
2755,194618,99188,CC1=CC2=C(C(=C1)O)C3=C(C=C2)C(=O)C4=C(C3=O)C=CC=C4O,Other
2756,195327,9556427,C1=CC(=CC(=C1)N)C2=CC(=NC=C2)C=NNC(=S)N,Other
2757,195922,304284,CCC1=NC=C(N1CC2=CC=CC=C2)C(C)(C3=CC=CC=C3)O,Other
2758,196473,2134,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)NCCNCCO)NCCNCCO,Other
2759,196524,426672,CCC1(CC(C2=C(C1C(=O)OC)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)O)O)O,Other
2760,196539,6039866,COC1=C(C=C(C=C1)C=CC(=O)C2=CC(=C(C=C2)OC)OC)O,Other
2761,196550,16683793,CC1=CC(=C(C(=C1N)[Hg]OC(=O)C)F)C,Other
2762,196593,304499,CC12C=CC(O1)C(=C2C(=O)OC)C(=O)OC,Other
2763,200692,54600418,CNCC(=O)NC(CO)C(=O)NC(CO)C(=O)NC1C(C(C(OC1C(=O)N)N2C=CC(=NC2=O)N)O)O.Cl,Other
2764,201239,5383837,C1=C(C(=O)NC(=O)N1)C=CC(=O)O.C1=C(C(=O)NC(=O)N1)C=CC(=O)O,Other
2765,201241,5383838,CCCCSCC(C(=O)OC)NC(=O)C=CC1=C(NC(=O)NC1=O)C,Other
2766,201290,304673,CCCCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)O,Other
2767,201434,135452426,C1=CC(=CC=C1N=C2C3=C(C=CC(=C3)Br)NC2=O)Cl,Other
2768,201438,135452427,C1OC2=C(O1)C=C(C=C2)N=C3C4=C(C=CC(=C4)Br)NC3=O,Other
2769,201459,6509922,COC1=CC=C(C=C1)C(=O)C=C2C3=C(C=CC(=C3)Br)NC2=O,Other
2770,201618,304896,CCOC(=O)C1=CC=C(C=C1)NC2=C(C(=C(S2)C(=O)C3=CC=C(C=C3)Br)N)C#N,Other
2771,201628,135452432,C1=C(C=C(C(=C1C=NNC(=O)NN=CC2=C(C(=CC(=C2)Br)Br)O)O)Br)Br,Other
2772,201631,304907,CCOC(=O)C1=CC=C(C=C1)NC2=C(C(=C(S2)C(=O)C3=CC(=CC=C3)[N+](=O)[O-])N)C#N,Other
2773,201646,99221,CN1CN(C(=S)SC1)CC2=CC=CC=C2,Other
2774,201656,304928,CC(=O)ON1C(=O)C2=CC=CC3=C2C(=CC=C3)C1=O,Other
2775,201724,24195814,C[P+](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)Cl.[I-],Other
2776,201835,305092,C1=CC(=CC(=C1)N=CC2=C(C=CC(=C2)Br)O)C(F)(F)F,Other
2777,201857,5712309,COC1=C(C=CC(=C1)C=NNC2=CC=CC=C2)OC(=O)C3=CC=CC=C3,Other
2778,201863,305114,CC(C1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3)Cl)Cl,Other
2779,201868,5771657,CN(C)C1=CC=C(C=C1)C=NNC(=O)C2=CC3=CC=CC=C3N=C2,Other
2780,201873,305123,C1C2=CC=CC=C2C(=NNC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])C4=CC=CC=C41,Other
2781,202000,5351262,C1=COC(=C1)C2=NC(=CC3=CC(=C(C=C3)Cl)Cl)C(=O)O2,Other
2782,202003,5716877,CCC1=CC=C(C=C1)C(=CC=CC2=CC=CC=C2)C#N,Other
2783,202062,5908264,CN(CCC#N)C1=CC=C(C=C1)C=C(C#N)C2=CC=C(C=C2)Br,Other
2784,202386,5236119,C1=CC(=CC=C1NC2=CC=NC=C2)NC(=O)C3=C(C=C(C=C3)NC4=C5C=C(C=CC5=NC=C4)[N+](=O)[O-])[N+](=O)[O-],Other
2785,202554,305546,C#CC(=O)OCC#CCOC(=O)C#C,Other
2786,202858,9569306,CCCC[Sn](CCCC)(SC#N)SC#N,Other
2787,203017,305890,CC(=O)C1=CC=C(S1)C2=CC=C(S2)C(=O)C,Other
2788,203308,426927,CC1=C2C=C(C=C1)S(=O)(=O)OCC[Hg]2,Other
2789,204232,306548,C1=CC(=CC(=C1)C(=O)NC2=CC(=CC=C2)[N+](=O)[O-])C(=O)NC3=CC(=CC=C3)[N+](=O)[O-],Other
2790,204667,306968,C1=CC=C(C(=C1)NC(=O)NC2=CC=C(C=C2)S(=O)(=O)N)F,Other
2791,204682,135491062,COC1=CC(=C(C=C1)O)C=NNC2=CC=CC=C2,Other
2792,204686,5418163,CC(=NNC(=S)N)C1=CC2=CC=CC=C2C=C1,Other
2793,204985,5280389,COC1=C2C(=C3C4C=COC4OC3=C1)OC5=CC=CC(=C5C2=O)O,Other
2794,205098,307241,CN1C2=C(C=C(C=C2)I)C3(C1=O)CC(=C)C(=O)O3,Other
2795,205105,6069240,C1=CC2=C(C=CN=C2C=NNC(=S)N)C(=C1)N,Other
2796,205357,6327894,CN1C=NC(=C1C(=N)[Se])N,Other
2797,205506,9615408,CNC1=CC=CC=C1C(=O)NN=CC=CC2=CC=CC=C2,Other
2798,205555,307450,COC1=C(C=C(C=C1)Cl)NC(=O)C(C(C(=O)O)Br)Br,Other
2799,205795,307683,CCOC(=O)C1=CC=C(C=C1)NC(=O)NC2=NC=CS2,Other
2800,205862,307746,CC1=CC(=C(C=C1)C)NC(=O)NCC2=CC=C(C=C2)Cl,Other
2801,206381,307940,CN1C=CN=C1OC2=CC=C(C=C2)Cl,Other
2802,207111,6284909,CC(=O)C=CC1=CNC(=O)NC1=O,Other
2803,207896,9554794,CNC(=S)NN=CCSCC=NNC(=S)NC,Other
2804,208652,308111,C1=CC(=C(C=C1NCC2=C(C3=C(C=C2)N=C(N=C3N)N)Cl)Cl)Cl,Other
2805,208706,308120,COC1=CC=CC(=C1)C(=O)CC(=O)C(=O)OC,Other
2806,208731,99298,CC1=CC2=C(C(=O)C=CC2=O)C(=C1C3=C4C(=O)C=CC(=O)C4=C(C=C3C)O)O,Other
2807,208733,26905,CC1=CC2=C(C(=O)C=CC2=O)C(=C1)O,Other
2808,624625,26905,CC1=CC2=C(C(=O)C=CC2=O)C(=C1)O,Other
2809,208734,308141,CCC1(CC(C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O,Other
2810,208746,3000655,C1C(=NNC(=S)N)CSS1,Other
2811,208759,54680474,COC1=C(C=C(C=C1)C(CC(=O)C2=CC3=C(C=C2)OCO3)C4=C(C5=CC=CC=C5OC4=O)O)OC,Other
2812,208914,308223,CCOC(=O)CNC(=O)NC12CC3CC(C1)CC(C3)C2,Other
2813,208915,308224,CCN(CC(=O)OCC)C(=O)NC12CC3CC(C1)CC(C3)C2,Other
2814,208916,54600364,CC1=C(C(=O)NC(=O)N1)C=C(C)C(=O)NC(CO)CSCSC,Other
2815,208959,6181,C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N,Other
2816,209759,427204,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC5=CC(=C(C=C5CC6C7=CC(=C(C=C7CCN6C)OC)OC)OC)OC)O)OC,Other
2817,209835,5476249,CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)O,Other
2818,209870,308371,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)O)C)O)(C)O)C)C)O)C,Other
2819,209926,99773,CC(C1=CC=CC=C1)N2C(=O)CSC2=S,Other
2820,209931,3003880,C(C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)SC2=NC(=S)NC(=O)N2,Other
2821,210236,5357909,CC1CC(C=C(CCC=C(CC(C2CC1OC(=O)C2=C)O)C)C)O,Other
2822,210486,308637,CC1=C(C(=NC(=N1)N)N)CCCC2=CC=CC=C2,Other
2823,210717,148569,CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)O)C.Cl,Other
2824,210739,308721,C(C1C(=O)NC(=O)N1)ONC(=O)N,Other
2825,210753,135476731,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=C(C(=O)C(=C(C1)C2=O)OC)C=NC(C)(C)C)C)OC)OC(=O)N)C)C)O)OC,Other
2826,210760,135491148,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=O)C(=C4C3=C(C(=CC(C(C(C(C(C(C(C1O)C)O)C(=O)OC)O)C)O)(C)O)C)OCO4)C)OC(=O)C)C)C.CC(=O)O,Other
2827,210761,135539673,CC1C(C(C(C(C(C(C=C(C2=C3C4=C(C(=C(C(=C4C(=O)C(=C3OCO2)C)O)NC(=O)C(=CC=CC(C1O)(C)O)C)C)OC(=O)C)C)(C)O)O)C)OC(=O)C)C(=O)OC)O.CC(=O)O,Other
2828,210924,308827,C1=CC(=C(C=C1C2=C(N=C(N=C2N)N)CP(Cl)(Cl)(Cl)Br)Cl)Cl,Other
2829,211193,309044,CC1=CC=C(C=C1)S(=O)(=O)NCC2=CC(=CC=C2)[N+](=O)[O-],Other
2830,211332,309160,C1C(C(NC(N1)N)N)C#N,Other
2831,211370,309191,CC1=C(C(=NC(=N1)N)N)CCCCC2=CC=C(C=C2)N.OS(=O)(=O)O,Other
2832,211488,309279,COC1=C(C=C(C=C1)C2=CC(C3=C(O2)C4=CC=CC=C4OC3=O)C5=CC6=C(C=C5)OCO6)OC,Other
2833,211489,309280,COC1=C(C=C(C=C1)C2C=C(OC3=C2C(=O)OC4=CC=CC=C43)C5=CC6=C(C=C5)OCO6)OC,Other
2834,211490,309281,COC1=C(C=C(C=C1)C2C=C(OC3=C2C(=O)OC4=CC=CC=C43)C5=CC(=C(C=C5)OC)OC)OC,Other
2835,211500,319648,CC(C)C1=C2C(C3C4C(C(C5C(C4(C2=CC(=O)O1)C)O5)O)(C(=O)O3)C)O,Other
2836,212068,24196248,C1=CC(=C[N+](=C1)CC2=CC(=C(C=C2)S(=O)(=O)F)Cl)NC(=O)COC3=CC(=C(C=C3)Cl)Cl.[Br-],Other
2837,212143,5930201,C1=CC=C(C=C1)CCCCC2=C(N=C(N=C2N)N)C=CC3=CC=C(C=C3)[N+](=O)[O-],Other
2838,212183,309754,C1=CC=C(C=C1)CCCCC2=C(N=C(N=C2N)N)C=O,Other
2839,212446,309981,C1=CC(=CC=C1CCCCC2=C(N=C(N=C2N)N)N)[N+](=O)[O-],Other
2840,212509,73621,CC1=C(C(=O)OC(C1)C(C)(C2(CCC3(C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)O)O)O)C,Other
2841,213989,3003893,C1=CC=C(C(=C1)NC(=O)NC2=CC3=C(C=C2)NC(=S)S3)F,Other
2842,215139,36433,CC1=CC(=CC2=C1C(=O)C3=C(O2)C(=O)C4=C(C3=O)C(=CC(=C4O)OC)O)OC,Other
2843,215153,427639,CC1=CC(=C(C=C1C)[NH-])[NH-].Cl[Pt+2]Cl,Other
2844,215254,10144,C1OC2=C(O1)C3=C4C(=C2)C=CN=C4C(=O)C5=CC=CC=C53,Other
2845,215721,3967840,C1=CC(=CC(=C1)Br)C(=O)NC(=S)NC2=C(C=CC(=C2)Cl)O,Other
2846,215999,310867,COC1=CC(=C(C=C1)OC)N(CCN2C(=O)C3=CC=CC=C3C2=O)C(=O)CCl,Other
2847,216128,5357974,CC1CC(CC(C(C(=CC=CCC(OC(=O)CC(C(C1)C)O)C2CCCC2C(=O)O)C#N)O)C)C,Other
2848,216135,65800,C1CN1P2(=NP(=NP(=N2)(N3CC3)N4CCOCC4)(N5CC5)N6CC6)N7CC7,Other
2849,216183,310951,CC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)NC2=CC(=CC=C2)F,Other
2850,217697,99342,CC1=CC(NC2=C1C=C(C=C2)CC3=CC4=C(C=C3)NC(C=C4C)(C)C)(C)C,Other
2851,218321,40926,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,DNA
2852,218439,5351265,C[N+]1=CC=C(C=C1)NC2=CC=C(C=C2)NC(=O)C3=C(C=C(C=C3)NC4=C5C=C(C=CC5=[N+](C=C4)C)[N+](=O)[O-])[N+](=O)[O-].[Cl-],Other
2853,218440,54610585,C[N+]1=CC=C(C=C1)NC2=CC=C(C=C2)NC(=O)C3=C(C=C(C=C3)NC4=C5C=C(C=CC5=[N+](C=C4)C)[N+](=O)[O-])[N+](=O)[O-].CS(=O)(=O)[O-],Other
2854,218457,311908,CCC(C(C)N1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Other
2855,218476,311912,C[As](C)SCC1C(C(C(C(O1)O)O)O)O,Other
2856,219241,21157570,CC1(CC(=NN1)[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C.[Br-],Other
2857,219498,311931,C1CCCCCC2=C(CCCC1)N=C3C(=NC(=NC3=N2)N)N,Other
2858,219733,42875,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NCCCCCCNC4=C5C=CC=CC5=NC6=CC=CC=C64,Other
2859,219734,42559,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NCCCCCCCCNC4=C5C=CC=CC5=NC6=CC=CC=C64,Other
2860,219977,54610692,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=NNC(=O)C6=CC=C(C=C6)Cl)C)O)N)O.Cl,Other
2861,220334,312122,CCCCCCCCCCCCSC1=C(C(=O)C(=C(C1=O)OC)OC)Cl,Other
2862,220471,5925971,CN(C)C(=O)C=CC1=CNC(=O)NC1=O,Other
2863,220589,21139,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=C(O3)[N+](=O)[O-])N(CCO)CCO,Other
2864,221019,312145,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C,Kinase
2865,221154,5702697,CCN1C2=CC=CC=C2SC1=CC=CC=CC3=[N+](C4=CC=CC=C4S3)CC.[I-],Other
2866,221265,54607142,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=NNC(=O)C6=CC(=CC=C6)[N+](=O)[O-])C)O)N)O.Cl,Other
2867,221266,54604497,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=NNC(=O)C6=CC(=C(C=C6)Cl)Cl)C)O)N)O.Cl,Other
2868,221659,302371,COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)NC4C(C(C(C(O4)CO)O)O)O)OC)OC,Other
2869,221662,312287,CNC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC,Other
2870,222722,312602,C1=CC=C2C=C(C=CC2=C1)SC3=C(C(=O)C4=CC=CC=C4C3=O)SC5=CC6=CC=CC=C6C=C5,Other
2871,224070,124693,C1CN1C2=C(C(=O)C(=C(C2=O)NCCO)N3CC3)NCCO,Other
2872,224131,54607056,C(C(C(=O)O)NC(=O)CP(=O)(O)O)C(=O)O.[Na+],DNA
2873,224369,72813,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)Cl)Cl,Other
2874,642642,72813,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)Cl)Cl,Other
2875,225112,312901,CCN(CC1=CC(=C(C=C1)Cl)Cl)C2=C(C3=C(C=C2)N=C(N=C3N)N)C,Other
2876,226080,54600319,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,Kinase
2877,226798,313216,COC1=C(C(=NC(=N1)Cl)Cl)Cl.COC1=NC(=C(C(=N1)Cl)Cl)Cl,Other
2878,227262,11979533,CC1C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)N(C2CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC(C(=O)N1)N(C2=O)C)O)C)C)CC5=CC=C(C=C5)OC)C)C.CC1C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)N(C2C(C3=CC=C(C=C3)OC4=C(C=CC(=C4)CC(C(=O)N1)N(C2=O)C)O)O)C)C)CC5=CC=C(C=C5)OC)C)C,Other
2879,227279,313371,C1=CC(=O)C2=C(C(=C(C(=C2C1=O)O)CO)CO)O,Other
2880,228082,313562,C1COCCN1C2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-],Other
2881,228099,43795,C1CN(CCN1CC2=CC=CC=C2)C3=CC=C(C4=NO[N+](=C34)[O-])[N+](=O)[O-],Other
2882,228120,313591,COC1=CC(=CC=C1)SC2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-],Other
2883,228132,313603,C1CCN(CC1)C2=CC3=[N+](ON=C3C=C2[N+](=O)[O-])[O-],Other
2884,228155,313619,C1=CC=[N+](C(=C1)SC2=CC=C(C3=NON=C23)[N+](=O)[O-])[O-],Other
2885,230683,24196628,C1CNC(=NC1)SCCC(=O)C2=CC=C(C=C2)F.Cl,Other
2886,231660,314336,CCC(=O)NC1=CC=C(C=C1)N=NN(C)C,Other
2887,231984,54598530,C[N+]1=C(C=C(C2=CC=CC=C21)C=CC3=C(C=C(C=C3OC)OC)OC)C=CC4=C(C=C(C=C4OC)OC)OC.[I-],Other
2888,231986,54602268,COC1=CC=CC=C1C=CC2=CN=NC3=CC=CC=C32,Other
2889,232002,869183,C1=C(C(=O)NC(=O)N1)C=CC(=O)O,Other
2890,233872,5351269,CC1=C(C(=O)NC(=O)N1)C=CC(=O)NC(CO)CSC,Other
2891,233898,160157,C1=C(C(=CC(=C1O)O)O)CCN.Cl,Other
2892,234214,314728,COC1=C(C(=O)C(=CC1=O)SC2=CC3=CC=CC=C3C=C2)OC,Other
2893,234486,2674,CC(CC1=C2C3=C(C(=C(C4=C3C5=C6C2=C(C(=O)C=C6OCOC5=CC4=O)C(=C1OC)O)O)OC)CC(C)O)O,Other
2894,234669,314799,CC12CCC(C=C1CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C)O,Other
2895,234714,2210,CC12CCC(C(C1CCC3C24CCC(C(C3)C4)(CO)O)(C)CO)O,Other
2896,236580,428373,CCC(C)C1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)OC(C(=O)N2CCCC2C(=O)N1)CC(C)C)C)C)C(C)C)C,Other
2897,236613,10205,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,Other
2898,236620,20832450,C[N+]1=C(C2=CC=CC=C2C=C1)C=CC3=C(C=C(C=C3OC)OC)OC.[I-],Other
2899,236657,54720824,CC12C=CC=CC=CC=CC(=O)NC(C=CC=CC=CC=CC(OC(=O)C1=C(C(C2O)OC)O)(C)O)C3=CC=CC=C3,Other
2900,237068,315033,CC1=C2C=CN(C=C2C(=C3C1=NC4=CC=CC=C43)C)O,Other
