,NSC,CID,SMILES,MECHANISM
17169,726442,135585401,C1CN(CCN1CCO)CC2=CNC3=C2C(=O)C4=C(C5=CC=CC=C5C(=C4C3=O)O)O.Cl,Other
17170,726444,24203002,CN(C)CCNC1=C2C(=C(C3=C1C(=CN3)CN(C)C)NCCN(C)C)C(=O)C4=CC=CC=C4C2=O,Other
17171,726445,24203003,CN(C)CCNC1=C2C(=C(C3=C1C(=CN3)CO)NCCN(C)C)C(=O)C4=CC=CC=C4C2=O,Other
17172,726449,24203007,CC(=O)O.C1=CC=C2C(=C1)C(=O)C3=C(C4=C(C(=C3C2=O)NCCN)NC=C4CO)NCCN,Other
17173,726458,54612643,CCCCCCCCCCCCCCCC(=O)NC(CO)C=CC(CCCCCCCCCCCCC)O,Other
17174,726510,45027829,CN1C2=C(C3=CC(=C(C=C3C1=O)OC)OC)C(=CCCCCN4C(=O)C5=CC=CC=C5C4=O)C6=CC7=C(C=C62)OCO7,Other
17175,726512,24203015,C=CCCCCCCCCCCC1(C=CC2=[N+](CCCN21)CCCCCN=C(N)N)O.Cl.[Cl-],Other
17176,726528,10415114,COC1=C(C=C2C(=C1)C(=O)N3CCCC3CN2)OCCCCOC4=C(C=C5C(=C4)N=CC6CCCN6C5=O)OC,Other
17177,726576,24203043,COC1C(OC(C(C1O)O)N2C3=CC=CC=C3C4=C5C(=C6C7=CC=CC=C7NC6=C42)C(=O)NC5=O)CO,Other
17178,726577,24203044,COC1C(OC(C(C1O)OC(=O)C(CCCCN)N)N2C3=CC=CC=C3C4=C5C(=C6C7=CC=CC=C7NC6=C42)C(=O)NC5=O)CO.Cl,Other
17179,726578,24203046,COC1C(OC(C(C1OC(=O)C(CCCCN)N)O)N2C3=CC=CC=C3C4=C5C(=C6C7=CC=CC=C7NC6=C42)C(=O)NC5=O)CO.Cl,Other
17180,726616,11383327,CN1CCN(CC1)CN2C(=S)OC(=N2)C3=CC(=C(C=C3Cl)Cl)F,Other
17181,726625,24203066,C1C(=NN2C(=NN=C2S1)C3=CC(=C(C=C3Cl)Cl)F)C4=CC(=C(C=C4Cl)Cl)F,Other
17182,726627,24203068,C1C(=NN2C(=NN=C2S1)C3=CC(=C(C=C3Cl)Cl)F)C4=CC=C(C=C4)Cl,Other
17183,726630,6918638,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,HDAC
17184,758774,6918638,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,HDAC
17185,726671,11279826,C1=CC=C(C(=C1)C(=O)OC2=CN=CC=C2)NC3=CC(=NC=C3)C(F)(F)F,Other
17186,726718,24203095,CC1=CC2=C(C=C1Cl)SC(=CC(=O)O)C(=NS2(=O)=O)NC3=CC4=C(C=C3)N=CS4,Other
17187,726721,24203097,CC1=CC2=C(C=C1Cl)SC3=CC(=O)N(C3=NS2(=O)=O)C4=CC=CC=C4,Other
17188,726764,11305794,CN1C2=C(C3=CC(=C(C=C3C1=O)OC)OC)C(=CC(CCCCN)N)C4=CC5=C(C=C42)OCO5,Other
17189,726766,11849641,C1=CC=C2C(=C1)C3=C(C4=CC=CC=C4C3=O)N(C2=O)CCCNCCN5C6=C(C7=CC=CC=C7C5=O)C(=O)C8=CC=CC=C86.C(=O)(C(F)(F)F)O,Other
17190,726767,45027830,C1=CC=C2C(=C1)C3=C(C4=CC=CC=C4C3=O)N(C2=O)CCCNCCNCCCN5C6=C(C7=CC=CC=C7C5=O)C(=O)C8=CC=CC=C86.C(=O)(C(F)(F)F)O,Other
17191,726768,11486911,CC(C)(C)OC(=O)NCCCCN1C2=C(C3=CC=CC=C3C1=O)C(=O)C4=CC=CC=C42,Other
17192,726769,10338254,C1=CC=C2C(=C1)C3=C(C4=CC=CC=C4C3=O)N(C2=O)CCCCN.Cl,Other
17193,726770,45027831,CN(C)CCN1C2C(C3=CC(=C(C=C3C1=O)OC)OC)C(=O)C4=CC5=C(C=C24)OCO5,Other
17194,726771,11849642,C1=CC=C2C(=C1)C3=C(C4=CC=CC=C4C3=O)N(C2=O)CCCCNCCCN5C6=C(C7=CC=CC=C7C5=O)C(=O)C8=CC=CC=C86.Cl,Other
17195,726794,9900551,CC1=C2C(=C(C=C1)C)C(=O)N(C2=O)C3=C(C=C(C=C3)F)F,Other
17196,726795,9933393,CCC1(C(=O)NC(=O)N(C1=O)C2=CC=CC=C2)N3C(=O)C4=C(C3=O)C(=C(C(=C4F)F)F)F,Other
17197,726796,9905583,C1=CC(=C(C=C1F)F)N2C(=O)C3=C(C2=O)C(=C(C(=C3F)F)F)F,Other
17198,726858,24203137,CCCCC#CC1=CC=CC(=O)O1,Other
17199,726861,24203140,C1CC(OC1)OCCCCC#CC2=CC=CC(=O)O2,Other
17200,726863,10263039,C1CCC(=CC1)C#CC#CC2=CC=CC(=O)O2,Other
17201,726885,24203146,CC1=CN2C(=C(N=C2S1)C3=CN=CC=C3)C=NN=C(N)N.Cl,Other
17202,726890,24203150,CCOC(=O)C1=C(N2C=C(SC2=N1)Cl)C=NN=C(N)N.Cl,Other
17203,726893,10784359,COC1=CC2=C(C=C1)NC(=C2C=C3C4=C(C=CC(=C4)OC)NC3=O)Cl,Other
17204,726897,10812683,COC1=CC2=C(C=C1)NC(=O)C2=CC3=C(N=C4N3C=CS4)C5=C(C=CC(=C5)OC)OC,Other
17205,726899,10542358,C1=CC=C2C(=C1)C(=CC3=C(N=C4N3C=CS4)Cl)C(=O)N2,Other
17206,726900,10450131,C1=CC=C(C=C1)C2=C(N3C=CSC3=N2)C=C4C5=CC=CC=C5NC4=O,Other
17207,726901,10662822,CC1=C(N2C=CSC2=N1)C=C3C4=C(C=CC(=C4)OC)NC3=O,Other
17208,726902,10755270,CC1=C(N2C=CSC2=N1)C=C3C4=CC=CC=C4NC3=O,Other
17209,726904,24203155,CN1C2=CC=CC=C2C(=C1Cl)C=C3C4=CC=CC=C4NC3=O,Other
17210,726905,24203156,CN1C2=CC=CC=C2C(=CC3=C(NC4=CC=CC=C43)Cl)C1=O,Other
17211,726906,24203157,CN1C2=CC=CC=C2C(=C1Cl)C=C3C4=CC=CC=C4N(C3=O)C,Other
17212,726971,45027832,CC(C)(CO)NCCCN1C2=C(C3=CC(=C(C=C3C1=O)OC)OC)C(=O)C4=CC5=C(C=C42)OCO5.Cl,Other
17213,726972,11375566,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCOC(=O)C(F)(F)F)OC,Other
17214,726973,45027833,C1=CC=C2C(=C1)C3=C(C4=CC=CC=C4C3=O)N(C2=O)CCNCCNCCN5C6=C(C7=CC=CC=C7C5=O)C(=O)C8=CC=CC=C86.C(=O)(C(F)(F)F)O,Other
17215,726974,11246320,C1=CC=C2C(=C1)C3=C(C4=CC=CC=C4C3=O)N(C2=O)CCCN5C=CN=C5.Cl,Other
17216,726975,11256032,CN(C)CCCN1C2=C(C3=CC=CC=C3C1=O)C(=O)C4=CC=CC=C42,Other
17217,727012,9927456,CC1=C2C=C(C=C(C2=CC=C1)C(=O)OC(C(=O)N)C3(CO3)C)OC,Other
17218,727013,24203159,CC1(CO1)C(C(=O)N)OC(=O)C2=CC(=CC3=CC=CC=C32)OC,Other
17219,727015,24203160,CC1=C2C=CC=C(C2=CC=C1)C(=O)OC(C(=O)N)C3(CO3)C,Other
17220,727023,24203165,CC1=CC=C(C=C1)N(CC#C)CC2=NC3=C(C=CC(=C3)C(F)(F)F)N=C2C4=CC=CC=C4,Other
17221,727038,9958995,CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)C(=O)N6C=CN=C6)C,Other
17222,727040,11775948,CCCCCCC#CC#CC1=CC=CC(=O)O1,Other
17223,727048,45027834,CNCCC=C1C2=CC3=C(C=C2C4=C1C5=CC(=C(C=C5C(=O)N4C)OC)OC)OCO3,Other
17224,727049,45027835,CN1C2=C(C3=CC(=C(C=C3C1=O)OC)OC)C(=CCCCCCN)C4=CC5=C(C=C42)OCO5,Other
17225,727071,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Other
17226,727081,24203175,CC(=O)OC1C(=CC2=CC(=C(C=C2)OCCN3CCCCC3)OC)CC4C1(CCC5C4CC=C6C5(CCC(C6)N7CCCC7)C)C,Other
17227,727082,24203176,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC(=CC5=CC(=C(C=C5)OCCN6CCCCC6)OC)C4=O)C)C,Other
17228,727084,24203178,CCN(CC)CCOC1=C(C=C(C=C1)C=C2CC3C4CCC5=CC(=O)CCC5(C4CCC3(C2=O)C)C)OC,Other
17229,727086,24203180,CCN(CC)CCOC1=C(C=C(C=C1)C=C2CC3C4CC=C5CC(CCC5(C4CCC3(C2OC(=O)C)C)C)N6CCCC6)OC,Other
17230,727087,24203181,CCN(CC)CCOC1=C(C=C(C=C1)C=C2CC3C4CC=C5CC(CCC5(C4CCC3(C2=O)C)C)OC(=O)C)OC,Other
17231,727089,24203183,CC12CCC(=O)C=C1CCC3C2CCC4(C3CC(=CC5=CC(=C(C=C5)OCCN6CCCC6)OC)C4=O)C,Other
17232,727092,24203186,C1=CC=C2C(=C1)N=C(S2)C3=CC=C(C=C3)C4=CC=C(O4)C=C(C#N)C#N,Other
17233,727100,24203194,C1=CC=C2C(=C1)N=C(O2)C3=CC=C(C=C3)C4=CC=C(O4)C=C(C#N)C#N,Other
17234,727112,24203200,CCOC(=O)C1=C(N(C2(C13C(=C(C4=CC=CC=C4C3=O)O)C(=O)C=C2)O)CC5=C(C=C(C=C5)Cl)Cl)C,Other
17235,727113,24203201,CC1=C(C23C(=C(C4=CC=CC=C4C2=O)O)C(=O)C=CC3(N1CC5=CC=CC=C5)O)C(=O)C,Other
17236,727152,9911352,CC1=C(N=CC=C1)CNC2CC(CC(C2)NCC3=C(C=CC=N3)C)NCC4=C(C=CC=N4)C,Other
17237,727178,11266822,C1=CC=C(C(=C1)C#CC2=CC=CC=C2N)C#CC3=CC=CC=C3N,Other
17238,727180,11311467,C1=CC=C(C(=C1)C#CC=CC#CC2=CC=CC=C2N)N,Other
17239,727183,624485,C1=CC=C(C(=C1)C#CC2=CC=CC=N2)C#CC3=CC=CC=N3,Other
17240,727185,24203205,C1=CC=C2C(=C1)C=C(N2)C(=O)NCCCOC3=CC=C(C=C3)C#CC=CC#CC4=CC=CC=C4C#N,Other
17241,727189,24203209,CC1C=C(C(=O)O1)CCCCCCCCCCCC(C2CCC(=O)O2)O,Other
17242,727192,10987186,CN1CCC2(CC1)N3CCN=C3NO2,Other
17243,727194,11106127,C1CN2C(ONC2=N1)C3=CC=CC=C3,Other
17244,727196,11790684,COC1=CC=C(C=C1)C2N3CCN=C3NO2,Other
17245,727197,10856274,C1CN2C(ONC2=N1)C3=CN=CC=C3,Other
17246,727200,11709772,C1=CC(=CC=C1C2=NC3=CC(=C(C=C3N=C2C#N)Cl)Cl)Cl,Other
17247,727202,11616421,C1=CC(=CC=C1C2=NC3=CC(=C(C=C3N=C2C#N)F)F)Cl,Other
17248,727207,14904973,COC1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=C(C=C3)OC,Other
17249,727209,10022395,COC1=CC(=CC(=C1OC)OC)C2=C(COC2=O)C3=CC4=CC=CC=C4C=C3,Other
17250,727212,45027836,CN1C2=C(C3=CC(=C(C=C3C1=O)OC)OC)C(=CCNCCCN)C4=CC5=C(C=C42)OCO5,Other
17251,727219,24203220,CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)S[As](C)C,Other
17252,727220,24203221,CC(=O)OCC1C(C(C(O1)S[As](C)C)OC(=O)C)OC(=O)C,Other
17253,727221,24203222,C[As](C)SC1C(C(C(CO1)O)O)O,Other
17254,727222,24203223,C[As](C)SC1C(C(C(O1)CO)O)O,Other
17255,727223,24203224,CC(CS[As](C)C)C(=O)N1CCCC1C(=O)O,Other
17256,727224,24203225,CC[As](CC)SCC(C)C(=O)N1CCCC1C(=O)O,Other
17257,727241,24203232,C1CN(CCN1)CCNCC2=C3C=CC=CC3=C(C4=CC=CC=C42)CNCCN5CCNCC5.Cl,Other
17258,727282,22629990,COC1=C(C(=O)C2=C(C1=O)C3C4=CC=CC=C4C2C5=C3C(=O)C=CC5=O)Br,Other
17259,727284,10389134,CNC1=CC(=O)C2=C(C1=O)C3C4=CC=CC=C4C2C5=C3C(=O)C(=C(C5=O)Br)OC,Other
17260,727285,11402158,C1=CC2=CC3=C(C=C2C=C1CO)C(=O)C=CC3=O,Other
17261,727286,9995010,C1=CC2=CC3=C(C=C2C=C1CBr)C(=O)C=CC3=O,Other
17262,727287,24203242,COC1=CC(=CC(=C1OC)OC)C2CC2C3=CC(=NN3)SC,Other
17263,727288,24203243,CSC1=NOC(=C1)C2CC2C3=CC=C(C=C3)Cl,Other
17264,727298,16090534,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCN6CCSCC6)OC,Other
17265,727339,24203245,C1CN=C(N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)C5=NCCN5.Cl,Other
17266,727347,21218162,C1=CC=C2C(=C1)C=CC3=C2C=CC3=O,Other
17267,727350,12300036,C1=CC=C2C3=C4C(=CC2=C1)C=CC(=O)C4=CC=C3,Other
17268,727354,45027837,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCCNC(=O)OCC6C7=CC=CC=C7C8=CC=CC=C68)OC,Other
17269,727355,45027838,CC(C)(C)OC(=O)NCCCCN1C2=C(C3=CC(=C(C=C3C1=O)OC)OC)C(=O)C4=CC5=C(C=C42)OCO5,Other
17270,727356,45027839,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCCN)OC.Cl,Other
17271,727357,11520587,C1=CC=C2C(=C1)C3=C(C4=CC=CC=C4C3=O)N(C2=O)CCCNCCCNCCCN5C6=C(C7=CC=CC=C7C5=O)C(=O)C8=CC=CC=C86.C(=O)(C(F)(F)F)O,Other
17272,727363,1609,C1=CC=C2C(=C1)C(=C(OC2=O)Cl)Cl,Other
17273,727365,439647,CC1=CC=C(C=C1)S(=O)(=O)NC(CC2=CC=CC=C2)C(=O)CCl,Other
17274,727367,24203250,CC(C)C(C(=O)NC(CCCN=C(N)N)C=O)NC(=O)C(CCCN=C(N)N)NC(=O)NC(CC1=CC=CC=C1)C(=O)O.Cl,Other
17275,727372,24203255,CC(C)CC(C(=O)O)NC(=O)C(C(CC1=CC=C(C=C1)[N+](=O)[O-])N)O.Cl,Other
17276,727450,24203257,CC(=O)C1=CC=C(C=C1)NC2=CC(=NC3=CC=CC=C32)N4C5=CC=CC=C5N=N4,Other
17277,727456,24203263,CC(=NO)C1=CC(=CC=C1)NC2=CC(=NC3=CC=CC=C32)N4C5=CC=CC=C5N=N4,Other
17278,727457,24203264,CC(=NOC)C1=CC(=CC=C1)NC2=CC(=NC3=CC=CC=C32)N4C5=CC=CC=C5N=N4,Other
17279,727472,11523527,CC(=O)C1=CC=C(C=C1)NC2=CC(=NC3=C2C=C(C=C3)OC)C4=CC=CC=C4,Other
17280,727473,11589053,CC(=NO)C1=CC=C(C=C1)NC2=CC(=NC3=C2C=C(C=C3)OC)C4=CC=CC=C4,Other
17281,727474,11610967,CC(=NOC)C1=CC=C(C=C1)NC2=CC(=NC3=C2C=C(C=C3)OC)C4=CC=CC=C4,Other
17282,727476,24203274,CC(=O)C1=CC=C(C=C1)NC2=CC(=NC3=CC=CC=C32)N4C=CN=C4,Other
17283,727483,24203281,CN1C2=CC=CC=C2C3=C(C4=CC=CC=C4N=C31)NC5=CC=CC=C5,Other
17284,727484,135585429,CN1C2=CC=CC=C2C(=NC3=CC=CC=C3)C4=C1NC5=CC=CC=C54,Other
17285,727485,11675057,CC(=O)C1=CC(=CC=C1)NC2=CC(=NC3=C2C=C(C=C3)OC)C4=CC=CC=C4,Other
17286,727486,24203283,CC(=NO)C1=CC(=CC=C1)NC2=CC(=NC3=C2C=C(C=C3)OC)C4=CC=CC=C4,Other
17287,727487,24203284,CC(=NOC)C1=CC(=CC=C1)NC2=CC(=NC3=C2C=C(C=C3)OC)C4=CC=CC=C4,Other
17288,727544,24203326,C1=CC=C(C=C1)C#CC2=CC=CC=C2C#CCCCCO,Other
17289,727571,24203338,CCOC(=O)C(=C(C)NCC1=CC=CC=C1)C2=CC(=O)C(=O)C3=CC=CC=C32,Other
17290,727572,24203339,CC(=O)OC12C=CC(=O)C(=C1C3=C(N2CC4=CC=CC=C4)C(=O)C5=CC=CC=C5C3=O)C(=O)OC,Other
17291,727573,24203340,CC1=C(C23C(=C(C4=CC=CC=C4C2=O)O)C(=O)C=CC3(N1C)O)C(=O)C,Other
17292,727620,45027842,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCN(CCCN6C7=C(C8=CC(=C(C=C8C6=O)OC)OC)C(=O)C9=CC1=C(C=C97)OCO1)CCN)OC.Cl,Other
17293,727621,45027844,CN1C2=C(C3=CC(=C(C=C3C1=O)OC)OC)C(=CCCCN)C4=CC5=C(C=C42)OCO5,Other
17294,727625,10095710,C1OC2=C(O1)C=C3C(=C2)C4C(C3=O)C5=C(C=C(C=C5)[N+](=O)[O-])C(=O)N4CCCBr,Other
17295,727629,24203342,CC(C(=O)NO)NC(=O)C(C(C)(C)C)NC(=O)C1CCCN1C(=O)CNC(=O)C2=CC=C(C=C2)N,Other
17296,727667,24203365,C1=CC(=CC(=C1)COC2=CC=C(C=C2)C(=N)N)COC3=CC=C(C=C3)C(=N)N.Cl,Other
17297,727668,24203366,C1=CC=C(C(=C1)COC2=CC=CC(=C2)C#N)COC3=CC=CC(=C3)C#N,Other
17298,727670,24203367,C1=CC=C(C(=C1)OCC2=CC=C(C=C2)C(=N)N)OCC3=CC=C(C=C3)C(=N)N.Cl,Other
17299,727676,3132,C1=CC=C(C=C1)CC(CS)C(=O)NCC(=O)O,Other
17300,727679,4230,COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2C(=O)NO)C(=O)OCC3=CC=CC=C3,Other
17301,727680,9983251,COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2C(=O)NO)C(=O)C3=CC=C(C=C3)C4=CC=CC=C4,Other
17302,727687,24203371,CCOC(=O)CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2)C(F)(F)F,Other
17303,727718,24203379,CC1CCC2CC(OC(=O)CC3CC(CC(O3)CC(CC1O2)OC)OC(=O)C=CCCC4=COC(=N4)C=CCNC(=O)OC)C=CCC(C)C,Other
17304,727719,24203380,CC1CCC2CC(OC(=O)CC3CC(CC(O3)CC(CC1O2)OC)OC(=O)C=CCCC4=COC(=N4)C=CCNC(=O)OC)C=CCC(C)C,Other
17305,727722,45027846,CN1C2=C(C3=CC(=C(C=C3C1=O)OC)OC)C(=CC(CN)N)C4=CC5=C(C=C42)OCO5,Other
17306,727726,24203385,COC1=C(C=C2C(=C1)C(=O)N3CC(CC3C=N2)F)O,Other
17307,727729,24203387,COC1=C(C=C2C(=C1)C(=O)N3CC(CC3C=N2)F)OCCCCCOC4=C(C=C5C(=C4)N=CC6CC(CN6C5=O)F)OC,Other
17308,727731,731393,CC1=CC(=C(C=C1)O)NC2=C(C(=O)N(C2=O)CC3=CC=CC=C3)Cl,Other
17309,727734,1339767,CC1=C(C=C(C=C1)N2C(=O)C(=C(C2=O)Cl)NC3=CC(=CC=C3)O)Cl,Other
17310,727736,1184375,C1=CC(=CC(=C1)O)NC2=C(C(=O)N(C2=O)C3=C(C=C(C=C3)Cl)Cl)Cl,Other
17311,727737,1339953,C1=CC(=CC(=C1)O)NC2=C(C(=O)N(C2=O)C3=C(C(=CC=C3)Cl)Cl)Cl,Other
17312,727740,729920,C1=CC=C(C(=C1)N2C(=O)C(=C(C2=O)Cl)NC3=CC(=CC=C3)O)Cl,Other
17313,727756,1570148,CC1=C(C=C(C=C1)NC2=C(C(=O)N(C2=O)CC3=CC=CC=C3)Cl)Cl,Other
17314,727759,1554887,C1=CC=C(C=C1)CN2C(=O)C(=C(C2=O)Cl)NC3=CC(=CC=C3)Cl,Other
17315,727760,1567787,C1=CC=C(C=C1)CN2C(=O)C(=C(C2=O)Cl)NC3=C(C=CC(=C3)Cl)O,Other
17316,727764,1593709,C1=CC=C(C=C1)CN2C(=O)C(=C(C2=O)SC3=CC=CC=C3)NC4=CC(=CC=C4)O,Other
17317,727798,24203390,C1=CC=C2C(=C1)C(=C3C(=COC3=N2)Cl)NC4=CC=C(C=C4)O,Other
17318,727801,11675324,CC(=O)C1=CC2=C(C=C1NC3=C4C(=COC4=NC5=CC=CC=C53)Cl)OCO2,Other
17319,727805,11659481,C1OC2=C(O1)C=C(C=C2)NC3=C4C=COC4=NC5=CC=CC=C53,Other
17320,727826,135456438,C1C(=C(C(=N)N1C2=CC(=CC=C2)Cl)C3=NC4=CC=CC=C4C(=O)N3)O,Other
17321,727839,720997,CC1=CC2=C(C=C1)N=CN=C2N(C)C3CCCCC3,Other
17322,727846,18558695,CC1=CC2=C(C=C1)N=CN=C2N(CC(C)C)CC(C)C.Cl,Other
17323,727848,3252078,CC1(CC2CC(C1)(CN2C3=NC=NC4=C3C=C(C=C4)Br)C)C,Other
17324,727885,1570150,CC1=C(C=CC=C1Cl)NC2=C(C(=O)N(C2=O)CC3=CC=CC=C3)Cl,Other
17325,727895,719700,CC(C)CNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3,Other
17326,727897,1186904,C1=CC=C2C(=C1)C(=NC(=N2)C3=C(C=C(C=C3)Cl)Cl)NCC4=CC=CO4,Other
17327,727899,2791338,CCCNC1=NC(=NC2=CC=CC=C21)C3=CC=C(C=C3)OC.Cl,Other
17328,727901,1643479,CC(C)(C)C(=O)OCCNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3,Other
17329,727908,24203399,CC1CCC2C(CC(C3=C(C(=C(C1=C23)O)OC4C(C(C(C(O4)C)OC(=O)C)O)O)C)C=C(C)C)C,Other
17330,727909,24203400,CC1CCC2C(CC(C3=C(C(=C(C1=C23)O)OC4C(C(C(CO4)OC(=O)C)O)O)C)C=C(C)C)C,Other
17331,727920,24203410,CC1=CCCC2(C(O2)CCC3=CC(C(CC1)C(=C)C)OC3=O)C,Other
17332,727926,24203414,CC1=CC(=O)C(=CC1=O)CN2C=C(C(C(=C2)C(=O)OC)C3=C(C=CC(=C3)OC)OC)C(=O)OC,Other
17333,727927,24203415,CC1=CC(=O)C(=CC1=O)CN2C=C(C(C(=C2)C(=O)OC)C3=CC(=CC=C3)OC)C(=O)OC,Other
17334,727928,24203416,CC1=CC(=O)C(=CC1=O)CN2C=C(C(C(=C2)C(=O)OC)C3=CC=CC=C3OC)C(=O)OC,Other
17335,727929,24203417,CC1=CC(=O)C(=CC1=O)CN2C=C(C(C(=C2)C(=O)OC)C3=C(C(=CC=C3)OC)OC)C(=O)OC,Other
17336,727930,24203418,CC1=CC(=O)C(=CC1=O)C2C(=CNC=C2C(=O)OC)C(=O)OC,Other
17337,727947,18530973,CC1=CC=C(C=C1)C(=CC=C(C#N)C#N)SC2=NC3=CC=CC=C3S2,Other
17338,727948,18526618,C1=CC(=CC=C1C(=CC=C(C#N)C#N)SC2=C(C=C(C=C2)F)Cl)Cl,Other
17339,727950,24203419,CCOC(=O)C(=CC=C(C1=CC=C(C=C1)Cl)SC2=NC3=CC=CC=C3S2)C#N,Other
17340,727951,6522377,CCOC1=CC2=C(C=C1)N=C(S2)SC(=CC=C(C#N)C#N)C3=CC=C(C=C3)Cl,Other
17341,727955,24203420,C1=CC(=CC=C1C(=O)C=CNCC#N)Cl,Other
17342,727958,1194860,COC1=CC(=C(C=C1)OC)NC(=O)C2=CC(=CC=C2)NC3=C(C(=O)N(C3=O)CC4=CC=CC=C4)Cl,Other
17343,727959,1574650,C1=CC=C(C=C1)CN2C(=O)C(=C(C2=O)Cl)NC3=CC=CC(=C3)C(=O)NC4=CC(=CC(=C4)Cl)Cl,Other
17344,727962,7897244,C1=CC=C(C=C1)CN2C(=O)C(=C(C2=O)Cl)NC3=CC=CC(=C3)C(=O)NC4=CC=CC=C4O,Other
17345,727966,1564647,COCCN(CCOC)C1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3,Other
17346,727967,18593627,CCN(CC)C1=NC(=NC2=CC=CC=C21)C3=C(C=C(C=C3)Cl)Cl.Cl,Other
17347,727969,1574961,CC1=CC(=CC=C1)NC2=C(C(=O)N(C2=O)CC3=CC=C(C=C3)Cl)Cl,Other
17348,727972,1574997,C1=CC(=CC(=C1)NC2=C(C(=O)N(C2=O)CC3=CC=C(C=C3)Cl)Cl)C(F)(F)F,Other
17349,727973,1575025,C1=CC(=CC(=C1)O)NC2=C(C(=O)N(C2=O)CC3=CC=C(C=C3)Cl)Cl,Other
17350,727974,1575028,CC1=C(C=C(C=C1)NC2=C(C(=O)N(C2=O)CC3=CC=C(C=C3)Cl)Cl)O,Other
17351,727989,11679357,CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,Kinase
17352,728028,24203438,CCN1C2=NC(=NC(=C2C=N1)N)SCC,Other
17353,728029,641563,C1=CC=C2C(=C1)NC(=C(C#N)C#N)S2,Other
17354,728030,24203439,C1=CC=C2C(=C1)NC3(S2)C(=C(NC(=O)N3)N)C#N,Other
17355,728032,24203441,C1=CC=C2C(=C1)NC3(N2)C(=C(NC(=S)N3)N)C#N,Other
17356,728035,10032352,COC1=C(C=C2C(=C1)C(=O)N3CCCC3C=N2)OCCNC(=O)C=C4CC5C=NC6=CC(=C(C=C6C(=O)N5C4)OC)OCC7=CC=CC=C7,Other
17357,728036,24203443,C1=CC=C(C=C1)C2=NC3=C(C=C(C=C3N=C2OC4=CC(=C(C=C4)Cl)Cl)N)N,Other
17358,728037,24203444,C1=CC=C(C=C1)C2=NC3=C(C=C(C=C3N=C2NC4=CC(=C(C=C4)Cl)Cl)N)N,Other
17359,728038,24203445,C1=CC=C(C=C1)C2=NC3=C(C=C(C=C3N=C2NCC4=CC(=C(C=C4)Cl)Cl)N)N,Other
17360,728039,24203446,COC1=CC=C(C=C1)NC2=NC3=C(C=C(C=C3N=C2)N)N,Other
17361,728040,24203447,COC1=CC=C(C=C1)SC2=NC3=CC(=CC(=C3N=C2C4=CC=CC=C4)N)N,Other
17362,728063,11471574,C1=CC=C(C(=C1)C#CC2=NC=CN=C2)C#CC3=NC=CN=C3,Other
17363,728071,24203456,C1=CC=C(C(=C1)C#CCO)C#CC2=CC=C(C=C2)C#CC3=CC=CC=C3C#CCO,Other
17364,728073,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,DNA
17365,728074,23635643,C1=COC(=C1)C(=O)C2=C(N(C3=CC(=C(C=C3[N+]2=O)Cl)Cl)[O-])C(F)(F)F,Other
17366,728075,24203458,CC1=C([N+](=O)C2=CC(=C(C=C2N1[O-])F)F)C(=O)C3=CC=CC=C3,Other
17367,728076,23635642,C1=COC(=C1)C(=O)C2=C(N(C3=CC(=C(C=C3[N+]2=O)F)F)[O-])C(F)(F)F,Other
17368,728077,24203459,COC(=O)C1=CC=C(C=C1)C2=NC3=CC(=C(C=C3N=C2C#N)F)F,Other
